"trap.station","type.of.hits","hit_type_plant","Species","Sp_Pin_Hits","Treatment","Block","Date"
"1C","1st","","phyllanthus.mader.",NA,"C","C","20070525"
"1C","1st","","plectranthus",NA,"C","C","20070525"
"1C","1st","","pollichia.campestris",NA,"C","C","20070525"
"1C","1st","","polygala..l.",NA,"C","C","20070525"
"1C","1st","","polygala.sphenoptera",NA,"C","C","20070525"
"1C","1st","","portulaca.oleracea",NA,"C","C","20070525"
"1C","1st","","portulaca.quadrifida",NA,"C","C","20070525"
"1C","1st","","pseudognaphalium",NA,"C","C","20070525"
"1C","1st","","psilotrichum.schimperi",NA,"C","C","20070525"
"1C","1st","","rhinacanthus.ndor.",NA,"C","C","20070525"
"1C","1st","","rhynchosia",NA,"C","C","20070525"
"1C","1st","","schkuhria.pinnata",NA,"C","C","20070525"
"1C","1st","","sida",NA,"C","C","20070525"
"1C","1st","","solanum.inc...big.",NA,"C","C","20070525"
"1C","1st","","solanum.ind...small.",NA,"C","C","20070525"
"1C","1st","","v",NA,"C","C","20070525"
"1C","1st","","w",NA,"C","C","20070525"
"1C","1st","","x_4",NA,"C","C","20070525"
"1C","1st","","x_5",NA,"C","C","20070525"
"1E","1st","","bracharia.lacnantha",NA,"C","C","20070525"
"1E","1st","","lintonia.nutans",NA,"C","C","20070525"
"1E","1st","","pennisetum.mez.",NA,"C","C","20070525"
"1E","1st","","pennisetum.stram.",NA,"C","C","20070525"
"1E","1st","","themeda.triandra",NA,"C","C","20070525"
"1E","1st","","bare",NA,"C","C","20070525"
"1E","1st","","x_2",NA,"C","C","20070525"
"1E","1st","","aristida.kenyensis",NA,"C","C","20070525"
"1E","1st","","bothriochloa",NA,"C","C","20070525"
"1E","1st","","bracharia.3",NA,"C","C","20070525"
"1E","1st","","bracharia.eruciformis",NA,"C","C","20070525"
"1E","1st","","cynodon.dactylon",NA,"C","C","20070525"
"1E","1st","","cynodon.plecto.",NA,"C","C","20070525"
"1E","1st","","cyperus..mariscus.",1,"C","C","20070525"
"1E","1st","","digitaria.2",NA,"C","C","20070525"
"1E","1st","","digitaria.milanjiana",NA,"C","C","20070525"
"1E","1st","","dinebra.retroflexa",NA,"C","C","20070525"
"1E","1st","","eragrostis",NA,"C","C","20070525"
"1E","1st","","setaria.acro...small.",NA,"C","C","20070525"
"1E","1st","","setaria.sphaec...big.",NA,"C","C","20070525"
"1E","1st","","microchloa.kunthii",NA,"C","C","20070525"
"1E","1st","","sporobolus",NA,"C","C","20070525"
"1E","1st","","tragus.berteronianus",NA,"C","C","20070525"
"1E","1st","","x_3",NA,"C","C","20070525"
"1E","1st","","acalypha.crenata",NA,"C","C","20070525"
"1E","1st","","aerva.lanata",NA,"C","C","20070525"
"1E","1st","","amaranthus.hibridus",NA,"C","C","20070525"
"1E","1st","","aspilia.pluriseta",NA,"C","C","20070525"
"1E","1st","","caralluma",NA,"C","C","20070525"
"1E","1st","","chenopodium.schrad.",NA,"C","C","20070525"
"1E","1st","","corchorus",NA,"C","C","20070525"
"1E","1st","","commelina",NA,"C","C","20070525"
"1E","1st","","commicarpus.pedunc.",NA,"C","C","20070525"
"1E","1st","","conyza",NA,"C","C","20070525"
"1E","1st","","cyathula",NA,"C","C","20070525"
"1E","1st","","dyscoriste.radicans",NA,"C","C","20070525"
"1E","1st","","euphorbia.inaequ.",NA,"C","C","20070525"
"1E","1st","","evolvulus.alsinoides",NA,"C","C","20070525"
"1E","1st","","gutenbergia",NA,"C","C","20070525"
"1E","1st","","hibiscus.flavifolius",NA,"C","C","20070525"
"1E","1st","","hibiscus.trionum",NA,"C","C","20070525"
"1E","1st","","indigofera.brevicalyx",NA,"C","C","20070525"
"1E","1st","","indigofera.schimperi",NA,"C","C","20070525"
"1E","1st","","ipomea.sinensis",NA,"C","C","20070525"
"1E","1st","","k",NA,"C","C","20070525"
"1E","1st","","kyllinger",NA,"C","C","20070525"
"1E","1st","","leucus",NA,"C","C","20070525"
"1E","1st","","lily",NA,"C","C","20070525"
"1E","1st","","melhania.",NA,"C","C","20070525"
"1E","1st","","misopates.orontium",NA,"C","C","20070525"
"1E","1st","","monechima.debile",NA,"C","C","20070525"
"1E","1st","","monsonia.augustifolia",NA,"C","C","20070525"
"1E","1st","","mullugo.nudicaulis",NA,"C","C","20070525"
"1E","1st","","osteospermum",NA,"C","C","20070525"
"1E","1st","","oxygonum.sinuatum",NA,"C","C","20070525"
"1E","1st","","pavonia.patens",NA,"C","C","20070525"
"1E","1st","","pelargonium",NA,"C","C","20070525"
"1E","1st","","phyllanthus.mader.",NA,"C","C","20070525"
"1E","1st","","plectranthus",NA,"C","C","20070525"
"1E","1st","","pollichia.campestris",NA,"C","C","20070525"
"1E","1st","","polygala..l.",NA,"C","C","20070525"
"1E","1st","","polygala.sphenoptera",NA,"C","C","20070525"
"1E","1st","","portulaca.oleracea",NA,"C","C","20070525"
"1E","1st","","portulaca.quadrifida",NA,"C","C","20070525"
"1E","1st","","pseudognaphalium",NA,"C","C","20070525"
"1E","1st","","psilotrichum.schimperi",NA,"C","C","20070525"
"1E","1st","","rhinacanthus.ndor.",NA,"C","C","20070525"
"1E","1st","","rhynchosia",NA,"C","C","20070525"
"1E","1st","","schkuhria.pinnata",NA,"C","C","20070525"
"1E","1st","","sida",NA,"C","C","20070525"
"1E","1st","","solanum.inc...big.",NA,"C","C","20070525"
"1E","1st","","solanum.ind...small.",NA,"C","C","20070525"
"1E","1st","","v",NA,"C","C","20070525"
"1E","1st","","w",NA,"C","C","20070525"
"1E","1st","","x_4",NA,"C","C","20070525"
"1E","1st","","x_5",NA,"C","C","20070525"
"1G","1st","","bracharia.lacnantha",NA,"C","C","20070525"
"1G","1st","","lintonia.nutans",NA,"C","C","20070525"
"1G","1st","","pennisetum.mez.",NA,"C","C","20070525"
"1G","1st","","pennisetum.stram.",NA,"C","C","20070525"
"1G","1st","","themeda.triandra",NA,"C","C","20070525"
"1G","1st","","bare",NA,"C","C","20070525"
"1G","1st","","x_2",NA,"C","C","20070525"
"1G","1st","","aristida.kenyensis",NA,"C","C","20070525"
"1G","1st","","bothriochloa",NA,"C","C","20070525"
"1G","1st","","bracharia.3",NA,"C","C","20070525"
"1G","1st","","bracharia.eruciformis",NA,"C","C","20070525"
"1G","1st","","cynodon.dactylon",NA,"C","C","20070525"
"1G","1st","","cynodon.plecto.",NA,"C","C","20070525"
"1G","1st","","cyperus..mariscus.",NA,"C","C","20070525"
"1G","1st","","digitaria.2",NA,"C","C","20070525"
"1G","1st","","digitaria.milanjiana",NA,"C","C","20070525"
"1G","1st","","dinebra.retroflexa",NA,"C","C","20070525"
"1G","1st","","eragrostis",NA,"C","C","20070525"
"1G","1st","","setaria.acro...small.",NA,"C","C","20070525"
"1G","1st","","setaria.sphaec...big.",NA,"C","C","20070525"
"1G","1st","","microchloa.kunthii",NA,"C","C","20070525"
"1G","1st","","sporobolus",NA,"C","C","20070525"
"1G","1st","","tragus.berteronianus",NA,"C","C","20070525"
"1G","1st","","x_3",NA,"C","C","20070525"
"1G","1st","","acalypha.crenata",NA,"C","C","20070525"
"1G","1st","","aerva.lanata",NA,"C","C","20070525"
"1G","1st","","amaranthus.hibridus",NA,"C","C","20070525"
"1G","1st","","aspilia.pluriseta",NA,"C","C","20070525"
"1G","1st","","caralluma",NA,"C","C","20070525"
"1G","1st","","chenopodium.schrad.",NA,"C","C","20070525"
"1G","1st","","corchorus",NA,"C","C","20070525"
"1G","1st","","commelina",NA,"C","C","20070525"
"1G","1st","","commicarpus.pedunc.",NA,"C","C","20070525"
"1G","1st","","conyza",NA,"C","C","20070525"
"1G","1st","","cyathula",NA,"C","C","20070525"
"1G","1st","","dyscoriste.radicans",NA,"C","C","20070525"
"1G","1st","","euphorbia.inaequ.",NA,"C","C","20070525"
"1G","1st","","evolvulus.alsinoides",NA,"C","C","20070525"
"1G","1st","","gutenbergia",NA,"C","C","20070525"
"1G","1st","","hibiscus.flavifolius",NA,"C","C","20070525"
"1G","1st","","hibiscus.trionum",NA,"C","C","20070525"
"1G","1st","","indigofera.brevicalyx",NA,"C","C","20070525"
"1G","1st","","indigofera.schimperi",NA,"C","C","20070525"
"1G","1st","","ipomea.sinensis",NA,"C","C","20070525"
"1G","1st","","k",NA,"C","C","20070525"
"1G","1st","","kyllinger",NA,"C","C","20070525"
"1G","1st","","leucus",NA,"C","C","20070525"
"1G","1st","","lily",NA,"C","C","20070525"
"1G","1st","","melhania.",NA,"C","C","20070525"
"1G","1st","","misopates.orontium",NA,"C","C","20070525"
"1G","1st","","monechima.debile",NA,"C","C","20070525"
"1G","1st","","monsonia.augustifolia",NA,"C","C","20070525"
"1G","1st","","mullugo.nudicaulis",NA,"C","C","20070525"
"1G","1st","","osteospermum",NA,"C","C","20070525"
"1G","1st","","oxygonum.sinuatum",NA,"C","C","20070525"
"1G","1st","","pavonia.patens",NA,"C","C","20070525"
"1G","1st","","pelargonium",NA,"C","C","20070525"
"1G","1st","","phyllanthus.mader.",NA,"C","C","20070525"
"1G","1st","","plectranthus",NA,"C","C","20070525"
"1G","1st","","pollichia.campestris",NA,"C","C","20070525"
"1G","1st","","polygala..l.",NA,"C","C","20070525"
"1G","1st","","polygala.sphenoptera",NA,"C","C","20070525"
"1G","1st","","portulaca.oleracea",NA,"C","C","20070525"
"1G","1st","","portulaca.quadrifida",NA,"C","C","20070525"
"1G","1st","","pseudognaphalium",4,"C","C","20070525"
"1G","1st","","psilotrichum.schimperi",NA,"C","C","20070525"
"1G","1st","","rhinacanthus.ndor.",NA,"C","C","20070525"
"1G","1st","","rhynchosia",NA,"C","C","20070525"
"1G","1st","","schkuhria.pinnata",NA,"C","C","20070525"
"1G","1st","","sida",NA,"C","C","20070525"
"1G","1st","","solanum.inc...big.",NA,"C","C","20070525"
"1G","1st","","solanum.ind...small.",NA,"C","C","20070525"
"1G","1st","","v",NA,"C","C","20070525"
"1G","1st","","w",NA,"C","C","20070525"
"1G","1st","","x_4",NA,"C","C","20070525"
"1G","1st","","x_5",NA,"C","C","20070525"
"1I","1st","","bracharia.lacnantha",NA,"C","C","20070525"
"1I","1st","","lintonia.nutans",NA,"C","C","20070525"
"1I","1st","","pennisetum.mez.",NA,"C","C","20070525"
"1I","1st","","pennisetum.stram.",NA,"C","C","20070525"
"1I","1st","","themeda.triandra",NA,"C","C","20070525"
"1I","1st","","bare",3,"C","C","20070525"
"1I","1st","","x_2",NA,"C","C","20070525"
"1I","1st","","aristida.kenyensis",NA,"C","C","20070525"
"1I","1st","","bothriochloa",NA,"C","C","20070525"
"1I","1st","","bracharia.3",NA,"C","C","20070525"
"1I","1st","","bracharia.eruciformis",NA,"C","C","20070525"
"1I","1st","","cynodon.dactylon",NA,"C","C","20070525"
"1I","1st","","cynodon.plecto.",NA,"C","C","20070525"
"1I","1st","","cyperus..mariscus.",NA,"C","C","20070525"
"1I","1st","","digitaria.2",NA,"C","C","20070525"
"1I","1st","","digitaria.milanjiana",NA,"C","C","20070525"
"1I","1st","","dinebra.retroflexa",NA,"C","C","20070525"
"1I","1st","","eragrostis",NA,"C","C","20070525"
"1I","1st","","setaria.acro...small.",NA,"C","C","20070525"
"1I","1st","","setaria.sphaec...big.",NA,"C","C","20070525"
"1I","1st","","microchloa.kunthii",NA,"C","C","20070525"
"1I","1st","","sporobolus",NA,"C","C","20070525"
"1I","1st","","tragus.berteronianus",NA,"C","C","20070525"
"1I","1st","","x_3",NA,"C","C","20070525"
"1I","1st","","acalypha.crenata",NA,"C","C","20070525"
"1I","1st","","aerva.lanata",NA,"C","C","20070525"
"1I","1st","","amaranthus.hibridus",NA,"C","C","20070525"
"1I","1st","","aspilia.pluriseta",NA,"C","C","20070525"
"1I","1st","","caralluma",NA,"C","C","20070525"
"1I","1st","","chenopodium.schrad.",NA,"C","C","20070525"
"1I","1st","","corchorus",NA,"C","C","20070525"
"1I","1st","","commelina",NA,"C","C","20070525"
"1I","1st","","commicarpus.pedunc.",NA,"C","C","20070525"
"1I","1st","","conyza",NA,"C","C","20070525"
"1I","1st","","cyathula",NA,"C","C","20070525"
"1I","1st","","dyscoriste.radicans",NA,"C","C","20070525"
"1I","1st","","euphorbia.inaequ.",NA,"C","C","20070525"
"1I","1st","","evolvulus.alsinoides",NA,"C","C","20070525"
"1I","1st","","gutenbergia",NA,"C","C","20070525"
"1I","1st","","hibiscus.flavifolius",NA,"C","C","20070525"
"1I","1st","","hibiscus.trionum",NA,"C","C","20070525"
"1I","1st","","indigofera.brevicalyx",NA,"C","C","20070525"
"1I","1st","","indigofera.schimperi",NA,"C","C","20070525"
"1I","1st","","ipomea.sinensis",NA,"C","C","20070525"
"1I","1st","","k",NA,"C","C","20070525"
"1I","1st","","kyllinger",NA,"C","C","20070525"
"1I","1st","","leucus",NA,"C","C","20070525"
"1I","1st","","lily",NA,"C","C","20070525"
"1I","1st","","melhania.",NA,"C","C","20070525"
"1I","1st","","misopates.orontium",NA,"C","C","20070525"
"1I","1st","","monechima.debile",NA,"C","C","20070525"
"1I","1st","","monsonia.augustifolia",NA,"C","C","20070525"
"1I","1st","","mullugo.nudicaulis",NA,"C","C","20070525"
"1I","1st","","osteospermum",NA,"C","C","20070525"
"1I","1st","","oxygonum.sinuatum",NA,"C","C","20070525"
"1I","1st","","pavonia.patens",NA,"C","C","20070525"
"1I","1st","","pelargonium",NA,"C","C","20070525"
"1I","1st","","phyllanthus.mader.",NA,"C","C","20070525"
"1I","1st","","plectranthus",NA,"C","C","20070525"
"1I","1st","","pollichia.campestris",NA,"C","C","20070525"
"1I","1st","","polygala..l.",NA,"C","C","20070525"
"1I","1st","","polygala.sphenoptera",NA,"C","C","20070525"
"1I","1st","","portulaca.oleracea",NA,"C","C","20070525"
"1I","1st","","portulaca.quadrifida",NA,"C","C","20070525"
"1I","1st","","pseudognaphalium",NA,"C","C","20070525"
"1I","1st","","psilotrichum.schimperi",NA,"C","C","20070525"
"1I","1st","","rhinacanthus.ndor.",NA,"C","C","20070525"
"1I","1st","","rhynchosia",NA,"C","C","20070525"
"1I","1st","","schkuhria.pinnata",NA,"C","C","20070525"
"1I","1st","","sida",NA,"C","C","20070525"
"1I","1st","","solanum.inc...big.",NA,"C","C","20070525"
"1I","1st","","solanum.ind...small.",NA,"C","C","20070525"
"1I","1st","","v",NA,"C","C","20070525"
"1I","1st","","w",NA,"C","C","20070525"
"1I","1st","","x_4",NA,"C","C","20070525"
"1I","1st","","x_5",NA,"C","C","20070525"
"2J","1st","","bracharia.lacnantha",NA,"C","C","20070525"
"2J","1st","","lintonia.nutans",NA,"C","C","20070525"
"2J","1st","","pennisetum.mez.",2,"C","C","20070525"
"2J","1st","","pennisetum.stram.",9,"C","C","20070525"
"2J","1st","","themeda.triandra",4,"C","C","20070525"
"2J","1st","","bare",NA,"C","C","20070525"
"2J","1st","","x_2",NA,"C","C","20070525"
"2J","1st","","aristida.kenyensis",NA,"C","C","20070525"
"2J","1st","","bothriochloa",NA,"C","C","20070525"
"2J","1st","","bracharia.3",NA,"C","C","20070525"
"2J","1st","","bracharia.eruciformis",NA,"C","C","20070525"
"2J","1st","","cynodon.dactylon",NA,"C","C","20070525"
"2J","1st","","cynodon.plecto.",NA,"C","C","20070525"
"2J","1st","","cyperus..mariscus.",NA,"C","C","20070525"
"2J","1st","","digitaria.2",NA,"C","C","20070525"
"2J","1st","","digitaria.milanjiana",NA,"C","C","20070525"
"2J","1st","","dinebra.retroflexa",NA,"C","C","20070525"
"2J","1st","","eragrostis",NA,"C","C","20070525"
"2J","1st","","setaria.acro...small.",NA,"C","C","20070525"
"2J","1st","","setaria.sphaec...big.",NA,"C","C","20070525"
"2J","1st","","microchloa.kunthii",NA,"C","C","20070525"
"2J","1st","","sporobolus",NA,"C","C","20070525"
"2J","1st","","tragus.berteronianus",NA,"C","C","20070525"
"2J","1st","","x_3",NA,"C","C","20070525"
"2J","1st","","acalypha.crenata",NA,"C","C","20070525"
"2J","1st","","aerva.lanata",NA,"C","C","20070525"
"2J","1st","","amaranthus.hibridus",NA,"C","C","20070525"
"2J","1st","","aspilia.pluriseta",NA,"C","C","20070525"
"2J","1st","","caralluma",NA,"C","C","20070525"
"2J","1st","","chenopodium.schrad.",NA,"C","C","20070525"
"2J","1st","","corchorus",NA,"C","C","20070525"
"2J","1st","","commelina",NA,"C","C","20070525"
"2J","1st","","commicarpus.pedunc.",1,"C","C","20070525"
"2J","1st","","conyza",NA,"C","C","20070525"
"2J","1st","","cyathula",NA,"C","C","20070525"
"2J","1st","","dyscoriste.radicans",NA,"C","C","20070525"
"2J","1st","","euphorbia.inaequ.",NA,"C","C","20070525"
"2J","1st","","evolvulus.alsinoides",NA,"C","C","20070525"
"2J","1st","","gutenbergia",NA,"C","C","20070525"
"2J","1st","","hibiscus.flavifolius",NA,"C","C","20070525"
"2J","1st","","hibiscus.trionum",NA,"C","C","20070525"
"2J","1st","","indigofera.brevicalyx",NA,"C","C","20070525"
"2J","1st","","indigofera.schimperi",NA,"C","C","20070525"
"2J","1st","","ipomea.sinensis",NA,"C","C","20070525"
"2J","1st","","k",NA,"C","C","20070525"
"2J","1st","","kyllinger",NA,"C","C","20070525"
"2J","1st","","leucus",NA,"C","C","20070525"
"2J","1st","","lily",NA,"C","C","20070525"
"2J","1st","","melhania.",NA,"C","C","20070525"
"2J","1st","","misopates.orontium",NA,"C","C","20070525"
"2J","1st","","monechima.debile",NA,"C","C","20070525"
"2J","1st","","monsonia.augustifolia",NA,"C","C","20070525"
"2J","1st","","mullugo.nudicaulis",NA,"C","C","20070525"
"2J","1st","","osteospermum",NA,"C","C","20070525"
"2J","1st","","oxygonum.sinuatum",NA,"C","C","20070525"
"2J","1st","","pavonia.patens",NA,"C","C","20070525"
"2J","1st","","pelargonium",NA,"C","C","20070525"
"2J","1st","","phyllanthus.mader.",NA,"C","C","20070525"
"2J","1st","","plectranthus",NA,"C","C","20070525"
"2J","1st","","pollichia.campestris",NA,"C","C","20070525"
"2J","1st","","polygala..l.",NA,"C","C","20070525"
"2J","1st","","polygala.sphenoptera",NA,"C","C","20070525"
"2J","1st","","portulaca.oleracea",NA,"C","C","20070525"
"2J","1st","","portulaca.quadrifida",NA,"C","C","20070525"
"2J","1st","","pseudognaphalium",NA,"C","C","20070525"
"2J","1st","","psilotrichum.schimperi",NA,"C","C","20070525"
"2J","1st","","rhinacanthus.ndor.",NA,"C","C","20070525"
"2J","1st","","rhynchosia",NA,"C","C","20070525"
"2J","1st","","schkuhria.pinnata",NA,"C","C","20070525"
"2J","1st","","sida",NA,"C","C","20070525"
"2J","1st","","solanum.inc...big.",NA,"C","C","20070525"
"2J","1st","","solanum.ind...small.",NA,"C","C","20070525"
"2J","1st","","v",NA,"C","C","20070525"
"2J","1st","","w",NA,"C","C","20070525"
"2J","1st","","x_4",NA,"C","C","20070525"
"2J","1st","","x_5",NA,"C","C","20070525"
"2J","All","Lvs","bracharia.lacnantha",NA,"C","C","20070525"
"2J","All","Lvs","lintonia.nutans",NA,"C","C","20070525"
"2J","All","Lvs","pennisetum.mez.",9,"C","C","20070525"
"2J","All","Lvs","pennisetum.stram.",12,"C","C","20070525"
"2J","All","Lvs","themeda.triandra",8,"C","C","20070525"
"2J","All","Lvs","bare",NA,"C","C","20070525"
"2J","All","Lvs","x_2",NA,"C","C","20070525"
"2J","All","Lvs","aristida.kenyensis",NA,"C","C","20070525"
"2J","All","Lvs","bothriochloa",NA,"C","C","20070525"
"2J","All","Lvs","bracharia.3",NA,"C","C","20070525"
"2J","All","Lvs","bracharia.eruciformis",NA,"C","C","20070525"
"2J","All","Lvs","cynodon.dactylon",NA,"C","C","20070525"
"2J","All","Lvs","cynodon.plecto.",NA,"C","C","20070525"
"2J","All","Lvs","cyperus..mariscus.",NA,"C","C","20070525"
"2J","All","Lvs","digitaria.2",NA,"C","C","20070525"
"2J","All","Lvs","digitaria.milanjiana",NA,"C","C","20070525"
