"Station","Location","Disturbance","Mound.5m","Species","Sp_Pin_Hits","Treatment","Block","Date"
5,"D",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"D",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"D",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"D",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"D",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"D",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"D",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"E",NA,NA,"Themeda",NA,"MWC","N",20000201
5,"E",NA,NA,"P.mezianum",NA,"MWC","N",20000201
5,"E",NA,NA,"P.stramineum",2,"MWC","N",20000201
5,"E",NA,NA,"Lintonia",2,"MWC","N",20000201
5,"E",NA,NA,"Brachiaria",NA,"MWC","N",20000201
5,"E",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"E",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"E",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"E",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"E",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"E",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"E",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"E",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"E",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"E",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"E",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"E",NA,NA,"Monechima",NA,"MWC","N",20000201
5,"E",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"E",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"E",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"E",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"E",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"E",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"E",NA,NA,"Rhynchosia",1,"MWC","N",20000201
5,"E",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"E",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"F",NA,NA,"Themeda",NA,"MWC","N",20000201
5,"F",NA,NA,"P.mezianum",3,"MWC","N",20000201
5,"F",NA,NA,"P.stramineum",NA,"MWC","N",20000201
5,"F",NA,NA,"Lintonia",NA,"MWC","N",20000201
5,"F",NA,NA,"Brachiaria",NA,"MWC","N",20000201
5,"F",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"F",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"F",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"F",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"F",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"F",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"F",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"F",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"F",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"F",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"F",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"F",NA,NA,"Monechima",NA,"MWC","N",20000201
5,"F",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"F",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"F",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"F",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"F",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"F",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"F",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"F",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"F",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"G",NA,NA,"Themeda",2,"MWC","N",20000201
5,"G",NA,NA,"P.mezianum",NA,"MWC","N",20000201
5,"G",NA,NA,"P.stramineum",2,"MWC","N",20000201
5,"G",NA,NA,"Lintonia",3,"MWC","N",20000201
5,"G",NA,NA,"Brachiaria",NA,"MWC","N",20000201
5,"G",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"G",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"G",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"G",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"G",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"G",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"G",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"G",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"G",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"G",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"G",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"G",NA,NA,"Monechima",NA,"MWC","N",20000201
5,"G",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"G",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"G",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"G",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"G",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"G",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"G",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"G",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"G",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"H",NA,NA,"Themeda",3,"MWC","N",20000201
5,"H",NA,NA,"P.mezianum",NA,"MWC","N",20000201
5,"H",NA,NA,"P.stramineum",2,"MWC","N",20000201
5,"H",NA,NA,"Lintonia",1,"MWC","N",20000201
5,"H",NA,NA,"Brachiaria",NA,"MWC","N",20000201
5,"H",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"H",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"H",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"H",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"H",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"H",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"H",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"H",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"H",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"H",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"H",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"H",NA,NA,"Monechima",1,"MWC","N",20000201
5,"H",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"H",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"H",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"H",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"H",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"H",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"H",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"H",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"H",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"I",NA,NA,"Themeda",NA,"MWC","N",20000201
5,"I",NA,NA,"P.mezianum",NA,"MWC","N",20000201
5,"I",NA,NA,"P.stramineum",3,"MWC","N",20000201
5,"I",NA,NA,"Lintonia",1,"MWC","N",20000201
5,"I",NA,NA,"Brachiaria",NA,"MWC","N",20000201
5,"I",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"I",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"I",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"I",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"I",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"I",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"I",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"I",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"I",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"I",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"I",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"I",NA,NA,"Monechima",NA,"MWC","N",20000201
5,"I",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"I",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"I",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"I",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"I",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"I",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"I",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"I",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"I",NA,NA,"Solanum_small",NA,"MWC","N",20000201
5,"J",NA,NA,"Themeda",1,"MWC","N",20000201
5,"J",NA,NA,"P.mezianum",2,"MWC","N",20000201
5,"J",NA,NA,"P.stramineum",3,"MWC","N",20000201
5,"J",NA,NA,"Lintonia",NA,"MWC","N",20000201
5,"J",NA,NA,"Brachiaria",1,"MWC","N",20000201
5,"J",NA,NA,"Aerva",NA,"MWC","N",20000201
5,"J",NA,NA,"Aspilia",NA,"MWC","N",20000201
5,"J",NA,NA,"Commelina",NA,"MWC","N",20000201
5,"J",NA,NA,"Conyza",NA,"MWC","N",20000201
5,"J",NA,NA,"Discoriste",NA,"MWC","N",20000201
5,"J",NA,NA,"Helichrysum",NA,"MWC","N",20000201
5,"J",NA,NA,"Hibiscus",NA,"MWC","N",20000201
5,"J",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
5,"J",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
5,"J",NA,NA,"Kyllinger",NA,"MWC","N",20000201
5,"J",NA,NA,"Misopates",NA,"MWC","N",20000201
5,"J",NA,NA,"Monechima",NA,"MWC","N",20000201
5,"J",NA,NA,"Monsonia",NA,"MWC","N",20000201
5,"J",NA,NA,"Pavonia",NA,"MWC","N",20000201
5,"J",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
5,"J",NA,NA,"Polygala",NA,"MWC","N",20000201
5,"J",NA,NA,"Portulaca",NA,"MWC","N",20000201
5,"J",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
5,"J",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
5,"J",NA,NA,"Solanum_big",NA,"MWC","N",20000201
5,"J",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"J",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"J",NA,NA,"P.mezianum",1,"MWC","N",20000201
6,"J",NA,NA,"P.stramineum",4,"MWC","N",20000201
6,"J",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"J",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"J",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"J",NA,NA,"Aspilia",2,"MWC","N",20000201
6,"J",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"J",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"J",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"J",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"J",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"J",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"J",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"J",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"J",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"J",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"J",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"J",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"J",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"J",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"J",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"J",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"J",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"J",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"J",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"I",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"I",NA,NA,"P.mezianum",NA,"MWC","N",20000201
6,"I",NA,NA,"P.stramineum",3,"MWC","N",20000201
6,"I",NA,NA,"Lintonia",3,"MWC","N",20000201
6,"I",NA,NA,"Brachiaria",2,"MWC","N",20000201
6,"I",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"I",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"I",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"I",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"I",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"I",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"I",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"I",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"I",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"I",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"I",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"I",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"I",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"I",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"I",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"I",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"I",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"I",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"I",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"I",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"I",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"H",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"H",NA,NA,"P.mezianum",NA,"MWC","N",20000201
6,"H",NA,NA,"P.stramineum",4,"MWC","N",20000201
6,"H",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"H",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"H",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"H",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"H",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"H",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"H",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"H",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"H",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"H",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"H",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"H",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"H",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"H",NA,NA,"Monechima",1,"MWC","N",20000201
6,"H",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"H",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"H",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"H",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"H",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"H",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"H",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"H",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"H",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"G",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"G",NA,NA,"P.mezianum",NA,"MWC","N",20000201
6,"G",NA,NA,"P.stramineum",6,"MWC","N",20000201
6,"G",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"G",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"G",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"G",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"G",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"G",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"G",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"G",NA,NA,"Helichrysum",1,"MWC","N",20000201
6,"G",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"G",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"G",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"G",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"G",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"G",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"G",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"G",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"G",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"G",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"G",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"G",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"G",NA,NA,"Rhynchosia",3,"MWC","N",20000201
6,"G",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"G",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"F",NA,NA,"Themeda",3,"MWC","N",20000201
6,"F",NA,NA,"P.mezianum",4,"MWC","N",20000201
6,"F",NA,NA,"P.stramineum",NA,"MWC","N",20000201
6,"F",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"F",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"F",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"F",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"F",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"F",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"F",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"F",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"F",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"F",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"F",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"F",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"F",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"F",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"F",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"F",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"F",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"F",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"F",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"F",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"F",NA,NA,"Rhynchosia",1,"MWC","N",20000201
6,"F",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"F",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"E",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"E",NA,NA,"P.mezianum",4,"MWC","N",20000201
6,"E",NA,NA,"P.stramineum",NA,"MWC","N",20000201
6,"E",NA,NA,"Lintonia",3,"MWC","N",20000201
6,"E",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"E",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"E",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"E",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"E",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"E",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"E",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"E",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"E",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"E",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"E",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"E",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"E",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"E",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"E",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"E",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"E",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"E",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"E",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"E",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"E",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"E",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"D",NA,NA,"Themeda",2,"MWC","N",20000201
6,"D",NA,NA,"P.mezianum",NA,"MWC","N",20000201
6,"D",NA,NA,"P.stramineum",1,"MWC","N",20000201
6,"D",NA,NA,"Lintonia",2,"MWC","N",20000201
6,"D",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"D",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"D",NA,NA,"Aspilia",1,"MWC","N",20000201
6,"D",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"D",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"D",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"D",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"D",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"D",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"D",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"D",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"D",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"D",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"D",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"D",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"D",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"D",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"D",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"D",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"D",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"D",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"D",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"C",NA,NA,"Themeda",5,"MWC","N",20000201
6,"C",NA,NA,"P.mezianum",1,"MWC","N",20000201
6,"C",NA,NA,"P.stramineum",2,"MWC","N",20000201
6,"C",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"C",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"C",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"C",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"C",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"C",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"C",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"C",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"C",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"C",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"C",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"C",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"C",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"C",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"C",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"C",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"C",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"C",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"C",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"C",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"C",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"C",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"C",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"B",NA,NA,"Themeda",NA,"MWC","N",20000201
6,"B",NA,NA,"P.mezianum",7,"MWC","N",20000201
6,"B",NA,NA,"P.stramineum",NA,"MWC","N",20000201
6,"B",NA,NA,"Lintonia",2,"MWC","N",20000201
6,"B",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"B",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"B",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"B",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"B",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"B",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"B",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"B",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"B",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"B",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"B",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"B",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"B",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"B",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"B",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"B",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"B",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"B",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"B",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"B",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"B",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"B",NA,NA,"Solanum_small",NA,"MWC","N",20000201
6,"A",NA,NA,"Themeda",3,"MWC","N",20000201
6,"A",NA,NA,"P.mezianum",4,"MWC","N",20000201
6,"A",NA,NA,"P.stramineum",NA,"MWC","N",20000201
6,"A",NA,NA,"Lintonia",NA,"MWC","N",20000201
6,"A",NA,NA,"Brachiaria",NA,"MWC","N",20000201
6,"A",NA,NA,"Aerva",NA,"MWC","N",20000201
6,"A",NA,NA,"Aspilia",NA,"MWC","N",20000201
6,"A",NA,NA,"Commelina",NA,"MWC","N",20000201
6,"A",NA,NA,"Conyza",NA,"MWC","N",20000201
6,"A",NA,NA,"Discoriste",NA,"MWC","N",20000201
6,"A",NA,NA,"Helichrysum",NA,"MWC","N",20000201
6,"A",NA,NA,"Hibiscus",NA,"MWC","N",20000201
6,"A",NA,NA,"Indigofera_sch",NA,"MWC","N",20000201
6,"A",NA,NA,"Indigofera_brev",NA,"MWC","N",20000201
6,"A",NA,NA,"Kyllinger",NA,"MWC","N",20000201
6,"A",NA,NA,"Misopates",NA,"MWC","N",20000201
6,"A",NA,NA,"Monechima",NA,"MWC","N",20000201
6,"A",NA,NA,"Monsonia",NA,"MWC","N",20000201
6,"A",NA,NA,"Pavonia",NA,"MWC","N",20000201
6,"A",NA,NA,"Phyllanthus",NA,"MWC","N",20000201
6,"A",NA,NA,"Polygala",NA,"MWC","N",20000201
6,"A",NA,NA,"Portulaca",NA,"MWC","N",20000201
6,"A",NA,NA,"Rhinacanthus",NA,"MWC","N",20000201
6,"A",NA,NA,"Rhynchosia",NA,"MWC","N",20000201
6,"A",NA,NA,"Solanum_big",NA,"MWC","N",20000201
6,"A",NA,NA,"Solanum_small",NA,"MWC","N",20000201
7,"A",NA,NA,"Themeda",NA,"MWC","N",20000201
7,"A",NA,NA,"P.mezianum",2,"MWC","N",20000201
7,"A",NA,NA,"P.stramineum",NA,"MWC","N",20000201
7,"A",NA,NA,"Lintonia",NA,"MWC","N",20000201
7,"A",NA,NA,"Brachiaria",NA,"MWC","N",20000201
7,"A",NA,NA,"Aerva",NA,"MWC","N",20000201
7,"A",NA,NA,"Aspilia",NA,"MWC","N",20000201
